id_ticker|dt_trx|open_prc|high_prc|low_prc|close_prc|volume_trx|value_prc|tC_pC|gapVol|breakVol
CMNP|2022-01-31|1640.0|1750|1575|1700|423300|706962500|4|215500|103.70548604427334
