id_ticker,dt_trx,open_prc,high_prc,low_prc,close_prc,volume_trx,value_prc
HKMU,2022-01-03,53.00,56,53,54,88173600,4798778600
HKMU,2021-12-30,53.00,54,52,53,36519100,1935083600
HKMU,2021-12-29,54.00,55,52,53,76692200,4098421200
HKMU,2021-12-28,56.00,56,54,54,59264900,3252786600
HKMU,2021-12-27,57.00,57,55,56,82907600,4615188100
HKMU,2021-12-24,57.00,59,55,55,150109700,8562871300
HKMU,2021-12-23,54.00,58,54,55,204445400,11511264900
HKMU,2021-12-22,55.00,56,54,54,57618500,3164549700
HKMU,2021-12-21,55.00,57,54,55,69583100,3825357200
HKMU,2021-12-20,57.00,58,54,55,86138000,4781485300
HKMU,2021-12-17,65.00,65,55,55,109620100,6142355500
HKMU,2021-12-16,55.00,58,53,57,207170300,11596118000
HKMU,2021-12-15,56.00,57,53,54,170518400,9373070100
HKMU,2021-12-14,59.00,59,54,56,175773300,9841395900
HKMU,2021-12-13,59.00,60,57,58,179719000,10433049100
HKMU,2021-12-10,60.00,61,57,59,230162100,13572748200
HKMU,2021-12-09,59.00,64,56,59,2315228200,134785513200
HKMU,2021-12-08,61.00,63,60,60,147582500,8914336100
HKMU,2021-12-07,64.00,68,64,64,128770800,8351116200
HKMU,2021-12-06,73.00,74,68,68,134442100,9338068200
HKMU,2021-12-03,75.00,81,73,73,262268700,20030599000
HKMU,2021-12-02,63.00,80,63,75,622668700,46583793800
HKMU,2021-12-01,67.00,67,67,67,27880000,1867960000
HKMU,2021-11-30,72.00,72,72,72,40388500,2907972000
HKMU,2021-11-29,86.00,110,77,77,2154254500,198382273400
HKMU,2021-11-26,63.00,82,60,82,1266159500,96462675000
HKMU,2021-11-25,63.00,64,60,61,69241600,4232455800
HKMU,2021-11-24,64.00,67,61,62,444402200,28063050700
HKMU,2021-11-23,65.00,65,65,65,24839300,1614554500
HKMU,2021-11-22,75.00,76,69,69,88103800,6219757400
HKMU,2021-11-19,68.00,83,67,74,1372145800,104481423100
HKMU,2021-11-18,58.00,71,56,67,717776400,47610735000
HKMU,2021-11-17,58.00,58,55,57,211954700,11942477600
HKMU,2021-11-16,51.00,65,50,57,528939600,30018601000
HKMU,2021-11-15,52.00,52,50,50,47708200,2420314800
HKMU,2021-11-12,52.00,53,50,51,45058800,2301490000
HKMU,2021-11-11,50.00,54,50,52,199227300,10363766900
HKMU,2021-11-10,50.00,50,50,50,2998700,149935000
HKMU,2021-11-09,50.00,50,50,50,3828300,191415000
HKMU,2021-11-08,50.00,50,50,50,7368500,368425000
HKMU,2021-11-05,50.00,50,50,50,7675000,383750000
HKMU,2021-11-04,50.00,50,50,50,6643600,332180000
HKMU,2021-11-03,50.00,51,50,50,35080600,1754134500
HKMU,2021-11-02,51.00,51,50,50,35396400,1776685800
HKMU,2021-11-01,50.00,51,50,51,41054900,2056236100
HKMU,2021-10-29,50.00,51,50,50,61490700,3077835000
HKMU,2021-10-28,51.00,52,50,51,34017900,1731659100
HKMU,2021-10-27,52.00,52,51,51,17098800,872982700
HKMU,2021-10-26,52.00,52,51,52,11593100,596794600
HKMU,2021-10-25,51.00,52,51,52,22831100,1172264300
HKMU,2021-10-22,52.00,53,51,51,25560800,1317214200
HKMU,2021-10-21,52.00,53,51,52,15609500,809149600
HKMU,2021-10-19,52.00,53,51,52,18353500,953530400
HKMU,2021-10-18,53.00,53,51,52,17817400,927268000
HKMU,2021-10-15,53,53,52,52,7819900,408438900
HKMU,2021-10-14,52,54,51,52,23922100,1253654000
HKMU,2021-10-13,53,53,52,52,33925400,1768704200
HKMU,2021-10-12,54,55,52,53,67919300,3642221900
HKMU,2021-10-11,53,56,53,54,33726400,1805280800
HKMU,2021-10-08,54,57,53,53,153051200,8467445900
HKMU,2021-10-07,51,53,51,53,28557200,1502936700
HKMU,2021-10-06,52,53,51,51,32297000,1672620600
HKMU,2021-10-05,53,54,51,52,69510000,3593258800
HKMU,2021-10-04,53,55,52,53,55941300,2972665000
HKMU,2021-10-01,54,57,52,53,152378900,8289547600
HKMU,2021-09-30,54,55,52,53,63383800,3362343100
HKMU,2021-09-29,50,57,50,54,719113100,37983610000
HKMU,2021-09-28,52,52,52,52,43329400,2253128800
HKMU,2021-09-27,55,55,55,55,58252100,3203865500
HKMU,2021-09-24,63,63,59,59,670266600,39740059600
HKMU,2021-09-23,66,66,62,63,656935900,41165021800
HKMU,2021-09-22,70,70,66,66,353727600,23516747400
HKMU,2021-09-21,67,71,66,70,266801200,18390560000
HKMU,2021-09-20,69,70,66,67,43975200,2988499600
HKMU,2021-09-17,70,71,68,68,67117200,4646209100
HKMU,2021-09-16,68,73,67,68,433941200,30242324600
HKMU,2021-09-15,65,68,64,67,66540600,4403351900
