id_ticker,dt_trx,open_prc,high_prc,low_prc,close_prc,volume_trx,value_prc
TPIA,2022-01-31,8625.00,8825,8625,8825,4514400,39419340000
TPIA,2022-01-28,8400.00,8575,8400,8575,2687800,22861960000
TPIA,2022-01-27,8300.00,8425,8300,8400,2776200,23260652500
TPIA,2022-01-26,8150.00,8300,8150,8300,3311000,27368542500
TPIA,2022-01-25,8100.00,8150,8000,8150,3668900,29526525000
TPIA,2022-01-24,8050.00,8175,8025,8100,3492400,28289417500
TPIA,2022-01-21,7900.00,8075,7875,8050,4158100,33207985000
TPIA,2022-01-20,7700.00,7900,7675,7875,4498500,35225727500
TPIA,2022-01-19,7650.00,7750,7625,7700,2206700,16972047500
TPIA,2022-01-18,7525.00,7725,7525,7675,6689400,51285507500
TPIA,2022-01-17,7525.00,7550,7450,7500,3639700,27252557500
TPIA,2022-01-14,7550.00,7550,7475,7500,1645100,12336507500
TPIA,2022-01-13,7550.00,7600,7475,7550,3459300,26031187500
TPIA,2022-01-12,7275.00,7550,7275,7525,6788000,50445935000
TPIA,2022-01-11,7350.00,7350,7225,7275,1181100,8585117500
