id_ticker,dt_trx,open_prc,high_prc,low_prc,close_prc,volume_trx,value_prc
LMAS,2022-01-31,85.00,87,79,80,66182600,5457443700
LMAS,2022-01-28,81.00,95,80,84,105691200,9287564700
LMAS,2022-01-27,88.00,89,81,81,70196800,5870729600
LMAS,2022-01-26,92.00,94,85,87,26611600,2336808600
LMAS,2022-01-25,95.00,96,89,91,15012200,1376819500
LMAS,2022-01-24,93.00,94,88,94,13106300,1200687600
LMAS,2022-01-21,96.00,99,92,93,16129900,1542080300
LMAS,2022-01-20,95.00,96,91,96,16389900,1536194700
LMAS,2022-01-19,96.00,99,95,95,20376400,1963245600
LMAS,2022-01-18,98.00,100,95,96,33172700,3225035500
LMAS,2022-01-17,99.00,103,95,98,83936900,8422578000
LMAS,2022-01-14,99.00,100,95,99,55840300,5462235100
LMAS,2022-01-13,89.00,99,88,99,140673300,13390088500
LMAS,2022-01-12,87.00,91,83,88,57848900,5066544700
LMAS,2022-01-11,94.00,97,87,87,137881500,12448576800
