id_ticker,dt_trx,open_prc,high_prc,low_prc,close_prc,volume_trx,value_prc
ALTO,2022-01-03,280.00,280,262,270,94200,25269000
ALTO,2021-12-30,252.00,280,236,280,306200,78678600
ALTO,2021-12-28,244.00,270,232,268,99300,25013200
ALTO,2021-12-27,262.00,262,242,248,103400,25182000
ALTO,2021-12-24,244.00,262,242,260,69900,17579800
ALTO,2021-12-23,256.00,256,238,238,68800,16551800
ALTO,2021-12-22,244.00,256,230,254,84100,20693400
ALTO,2021-12-21,284.00,292,244,244,298000,77000200
ALTO,2021-12-20,274.00,274,256,262,254000,65563200
ALTO,2021-12-17,266.00,278,248,274,142800,37166400
ALTO,2021-12-13,276.00,276,272,272,23900,6501200
ALTO,2021-12-08,274.00,276,254,262,104100,27452600
ALTO,2021-12-07,270.00,272,258,272,22800,5964800
ALTO,2021-12-06,272.00,282,258,276,72000,19287200
ALTO,2021-12-02,272.00,290,258,268,115100,31618400
ALTO,2021-11-30,280.00,280,274,280,47900,13262000
ALTO,2021-11-29,278.00,280,270,280,14700,4068600
ALTO,2021-11-26,278.00,284,268,280,86000,23414800
ALTO,2021-11-25,278.00,290,276,284,75900,21319000
ALTO,2021-11-24,280.00,280,270,280,27600,7542600
ALTO,2021-11-23,276.00,282,270,280,115300,31686000
ALTO,2021-11-22,278.00,278,266,270,383700,103731000
ALTO,2021-11-19,290.00,290,270,280,469100,128650400
ALTO,2021-11-18,292.00,292,286,290,27000,7811400
ALTO,2021-11-16,290.00,292,286,292,78300,22674000
ALTO,2021-11-15,294.00,296,290,294,10000,2929200
ALTO,2021-11-12,292.00,296,290,296,27900,8111000
ALTO,2021-11-11,292.00,294,292,294,22000,6426800
ALTO,2021-11-09,294.00,294,288,288,83500,24144200
ALTO,2021-11-08,298.00,298,290,290,50100,14731800
ALTO,2021-11-05,292.00,306,290,306,246600,71858600
ALTO,2021-11-01,298.00,302,290,302,23800,7056800
ALTO,2021-10-29,292.00,306,286,302,50300,14677200
ALTO,2021-10-28,308.00,308,292,292,13700,4018600
ALTO,2021-10-27,294.00,310,290,310,51300,15070000
ALTO,2021-10-26,300.00,300,294,294,12500,3679200
ALTO,2021-10-25,300.00,304,300,300,46800,14069200
ALTO,2021-10-22,300.00,304,292,300,31700,9489200
ALTO,2021-10-21,292.00,304,290,290,93600,27410400
ALTO,2021-10-19,306.00,306,290,292,296200,86427800
ALTO,2021-10-18,308.00,308,298,306,16700,4985400
ALTO,2021-10-15,300,310,300,308,10800,3317400
ALTO,2021-10-14,302,302,300,300,143500,43063600
ALTO,2021-10-12,312,324,312,324,10000,3125400
ALTO,2021-10-07,314,316,314,314,10300,3234400
ALTO,2021-10-06,316,316,304,314,32600,9977400
ALTO,2021-10-05,320,320,306,316,12300,3925400
ALTO,2021-09-24,304,324,304,324,16800,5200400
ALTO,2021-09-22,322,322,306,320,11000,3468800
ALTO,2021-09-21,320,322,318,322,83000,26560200
ALTO,2021-09-20,324,324,302,322,10700,3398000
ALTO,2021-09-15,306,324,306,324,17000,5268600
ALTO,2021-09-14,302,306,302,306,11200,3412200
ALTO,2021-09-13,308,308,302,308,23900,7357200
ALTO,2021-09-10,302,310,302,308,24500,7465400
ALTO,2021-09-08,300,318,300,318,20500,6285000
ALTO,2021-09-01,320,322,304,322,26700,8140000
ALTO,2021-08-30,312,312,294,304,58900,17950000
ALTO,2021-08-25,316,316,304,314,30700,9523600
ALTO,2021-08-24,320,320,306,316,25100,7720600
ALTO,2021-08-20,320,324,306,322,16400,5186400
ALTO,2021-08-18,320,324,306,324,10400,3327800
ALTO,2021-08-13,330,330,308,326,32600,10337800
ALTO,2021-08-12,304,338,294,330,23400,7133400
