id_ticker,dt_trx,open_prc,high_prc,low_prc,close_prc,volume_trx,value_prc
EPAC,2022-01-31,51.00,51,50,50,8991400,449673200
EPAC,2022-01-28,50.00,51,50,50,15878100,794019700
EPAC,2022-01-27,50.00,51,50,50,9791400,489571500
EPAC,2022-01-26,51.00,51,50,50,30514800,1526209400
EPAC,2022-01-25,50.00,51,50,50,64823600,3242159400
EPAC,2022-01-24,51.00,52,50,51,62835500,3161222600
EPAC,2022-01-21,51.00,52,50,51,55444600,2811263900
EPAC,2022-01-20,50.00,54,50,51,68732000,3544446700
EPAC,2022-01-19,52.00,52,50,50,35061700,1775958000
EPAC,2022-01-18,52.00,53,51,52,23986400,1236383000
EPAC,2022-01-17,52.00,54,51,52,37431000,1961099500
EPAC,2022-01-14,53.00,55,52,52,48189600,2559050100
EPAC,2022-01-13,52.00,55,51,53,75998100,4015119100
EPAC,2022-01-12,55.00,55,52,52,127302000,6742906100
EPAC,2022-01-11,58.00,58,54,54,139567800,7799811700
