id_ticker,dt_trx,open_prc,high_prc,low_prc,close_prc,volume_trx,value_prc
JTPE,2022-01-31,890.00,890,890,890,17300,15397000
JTPE,2022-01-28,890.00,890,890,890,17100,15219000
JTPE,2022-01-27,890.00,890,885,890,17400,15485000
JTPE,2022-01-26,895.00,895,890,890,30700,27407000
JTPE,2022-01-25,905.00,905,895,895,32500,29318500
JTPE,2022-01-24,915.00,915,905,905,33300,30371500
JTPE,2022-01-21,945.00,945,915,915,74700,69740500
JTPE,2022-01-20,945.00,945,945,945,16800,15876000
JTPE,2022-01-19,945.00,945,945,945,16900,15970500
JTPE,2022-01-18,970.00,970,945,945,85200,81539500
JTPE,2022-01-17,975.00,975,970,970,30300,29476000
JTPE,2022-01-14,995.00,995,975,975,88800,87758500
JTPE,2022-01-13,1000.00,1000,995,995,72400,72333500
JTPE,2022-01-12,1050.00,1050,995,1000,446900,459929500
JTPE,2022-01-11,1050.00,1050,1045,1050,90100,94603500
