id_ticker,dt_trx,open_prc,high_prc,low_prc,close_prc,volume_trx,value_prc
BRAM,2022-01-31,11875.00,11875,11875,11875,200,2375000
BRAM,2022-01-28,11875.00,0,0,11875,0,0
BRAM,2022-01-27,11875.00,0,0,11875,0,0
BRAM,2022-01-26,12300.00,12300,11500,11875,29600,340907500
BRAM,2022-01-25,10100.00,12300,10100,12300,28300,339582500
BRAM,2022-01-24,10100.00,10375,10100,10375,2200,22307500
BRAM,2022-01-21,10700.00,10700,9975,10425,4600,47022500
BRAM,2022-01-20,10400.00,10400,10400,10400,100,1040000
BRAM,2022-01-19,10500.00,10750,10475,10725,2400,25362500
BRAM,2022-01-18,11325.00,11325,10600,10950,1100,12022500
BRAM,2022-01-17,11375.00,11375,10650,11375,14300,155385000
BRAM,2022-01-14,11800.00,11800,10975,11425,4600,52315000
BRAM,2022-01-13,10900.00,12475,10150,11800,7300,83547500
BRAM,2022-01-12,9875.00,11750,9875,10900,7200,77375000
BRAM,2022-01-11,9975.00,10000,9550,9950,3400,33077500
